1.360000000000000000e+02,3.500000000000000000e+01,5.200000000000000000e+01,1.820000000000000000e+02
1.320000000000000000e+02,3.300000000000000000e+01,5.200000000000000000e+01,1.810000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
1.260000000000000000e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.760000000000000000e+02
